gene_name	Koxym5a1_1	Koxym5a1_2	Koxym5a1_synnifI4_1	Koxym5a1_synnifI4_2
KOXM_19502	26	17	19	9
KOXM_19507	0	0	6	9
KOXM_19512	0	0	0	0
KOXM_19517	0	0	0	0
KOXM_19522	0	0	0	0
KOXM_19527	0	24	17	0
KOXM_19532	0	0	0	8
KOXM_19537	16	0	6	0
KOXM_19542	0	0	0	0
KOXM_19547	0	0	0	0
KOXM_19552	0	31	42	5
KOXM_19557	0	17	0	10
KOXM_19562	0	0	13	27
KOXM_19567	0	0	5	0
KOXM_19572	53	72	32	28
KOXM_19577	16	0	0	0
KOXM_19582	0	12	0	13
KOXM_19587	0	0	0	0
KOXM_19592	0	0	0	15
KOXM_19597	0	0	24	0
KOXM_19602	0	0	0	0
KOXM_19607	0	15	0	21
KOXM_19612	0	0	0	0
KOXM_19617	0	9	0	0
KOXM_19622	0	0	0	0
KOXM_19627	19	0	0	9
KOXM_19632	590	142	372	70
KOXM_19637	1273	503	727	171
KOXM_19652	200	380	197	84
KOXM_19657	15	30	29	17
KOXM_19662	0	0	0	0
KOXM_19667	124	66	217	48
KOXM_19672	0	0	20	0
KOXM_19677	0	0	0	0
KOXM_19682	32	0	38	0
KOXM_19687	0	0	11	0
KOXM_19692	0	0	0	25
KOXM_19697	19	7	0	0
KOXM_19702	0	0	0	0
KOXM_19707	13	50	54	27
KOXM_19712	20	32	63	0
KOXM_19717	6	46	19	22
KOXM_19722	16	0	15	0
KOXM_19727	23	0	0	10
KOXM_19732	240	356	714	208
KOXM_19747	16	20	46	1
KOXM_19752	5	0	61	20
KOXM_19757	27	15	324	15
KOXM_19772	427	347	1138	229
KOXM_19777	22	61	66	18
KOXM_19782	7	22	31	1
KOXM_19787	0	0	0	0
KOXM_19792	38	44	21	15
KOXM_19797	0	7	16	20
KOXM_19802	513	1016	1519	547
KOXM_19817	14	10	20	47
KOXM_19822	0	0	0	25
KOXM_19827	67	125	92	53
KOXM_19832	22	77	75	34
KOXM_19837	36	59	85	47
KOXM_19852	98	74	219	54
KOXM_19857	138	266	517	178
KOXM_19862	100	102	122	37
KOXM_19867	132	510	129	154
KOXM_19872	63	232	49	47
KOXM_19877	165	214	342	183
KOXM_19882	62	62	266	123
KOXM_19887	115	174	412	72
KOXM_19892	158	674	256	291
KOXM_19897	62	191	451	139
KOXM_19902	559	592	1361	501
KOXM_19907	68	103	85	30
KOXM_19912	504	655	891	484
KOXM_19917	23	31	85	18
KOXM_19922	94	31	85	35
KOXM_19927	587	67	200	28
KOXM_19932	2293	346	830	139
KOXM_19937	375	108	58	32
KOXM_19942	1299	393	309	175
KOXM_19947	1004	274	186	48
KOXM_19952	815	142	116	60
KOXM_19957	47	36	141	31
KOXM_19962	81	100	0	9
KOXM_19967	59	44	57	38
KOXM_19972	901	1536	1304	773
KOXM_19977	0	0	11	0
KOXM_19982	297	492	466	442
KOXM_19987	24	11	49	9
KOXM_19992	0	0	64	41
KOXM_19997	0	0	9	31
KOXM_20002	211	184	199	117
KOXM_20007	80	75	109	61
KOXM_20012	99	239	301	148
KOXM_20017	18	14	26	39
KOXM_20022	0	0	12	0
KOXM_20027	0	0	0	0
KOXM_20032	0	0	0	0
KOXM_20037	0	0	0	16
KOXM_20042	0	15	1	3
KOXM_20047	0	0	0	0
KOXM_20052	0	0	0	0
KOXM_20057	0	0	0	0
KOXM_20062	0	0	0	0
KOXM_20067	0	0	0	0
KOXM_20072	0	0	9	0
KOXM_20077	0	7	126	58
KOXM_20082	0	0	80	27
KOXM_20087	0	10	115	20
KOXM_20092	0	0	6	27
KOXM_20097	13	1	58	44
KOXM_20102	14	162	98	213
KOXM_20107	0	23	123	41
KOXM_20122	0	1	144	9
KOXM_20127	0	18	228	72
KOXM_20132	0	0	195	55
KOXM_20137	15	164	839	161
KOXM_20142	60	16	401	95
KOXM_20147	141	99	702	238
KOXM_20152	44	68	234	79
KOXM_20167	0	23	29	31
KOXM_20172	0	0	54	2
KOXM_20177	0	0	0	0
KOXM_20182	7	55	175	122
KOXM_20187	15	23	311	157
KOXM_20202	64	190	373	319
KOXM_20207	0	125	352	287
KOXM_20222	0	0	12	5
KOXM_20227	0	0	0	8
KOXM_20232	10	0	0	0
KOXM_20237	143	109	137	140
KOXM_20242	0	14	0	6
KOXM_20247	32	50	30	30
KOXM_20267	4	40	0	0
KOXM_20272	4	12	125	24
KOXM_20277	8	25	59	37
KOXM_20292	236	232	2009	52
KOXM_20297	866	562	3930	403
KOXM_20302	18	0	74	0
KOXM_20307	3208	1500	9979	647
KOXM_20312	0	75	60	24
KOXM_20317	17	19	75	13
KOXM_20322	20	39	12	39
KOXM_20327	0	0	0	18
KOXM_20332	12	61	19	4
KOXM_20337	0	111	16	13
KOXM_20342	47	115	181	61
KOXM_20347	1554	2752	3072	1296
KOXM_20352	1091	450	1762	333
KOXM_20357	117	217	118	83
KOXM_20362	1073	593	1165	358
KOXM_20367	233	129	335	6
KOXM_20372	157	212	395	80
KOXM_20377	33	81	66	39
KOXM_20382	17	2	0	0
KOXM_20387	0	9	0	0
KOXM_20392	0	37	41	0
KOXM_20397	15	0	12	0
KOXM_20402	0	0	30	11
KOXM_20407	54	94	56	0
KOXM_20412	14	50	153	56
KOXM_20417	13	32	106	39
KOXM_20422	17	25	158	96
KOXM_20427	0	19	38	16
KOXM_20432	0	0	44	10
KOXM_20437	0	20	90	77
KOXM_20442	0	0	83	48
KOXM_20447	0	12	73	32
KOXM_20452	1	19	87	137
KOXM_20457	20	17	42	0
KOXM_20462	10	0	18	11
KOXM_20467	26	74	132	47
KOXM_20472	220	1417	1268	972
KOXM_20477	13	39	83	25
KOXM_20482	63	97	133	92
KOXM_20487	19	35	66	38
KOXM_20492	27	32	25	0
KOXM_20497	50	37	89	24
KOXM_20502	150	107	192	114
KOXM_20507	9	27	48	20
KOXM_20512	15	25	25	39
KOXM_20517	11	0	13	0
KOXM_20522	0	16	16	6
KOXM_20527	44	0	25	0
KOXM_20532	72	151	312	107
KOXM_20537	65	111	239	84
KOXM_20542	112	133	248	53
KOXM_20547	183	251	267	189
KOXM_20552	29	132	26	20
KOXM_20557	116	196	267	121
KOXM_20562	24	28	40	0
KOXM_20567	311	297	1246	200
KOXM_20572	13896	14825	22137	8890
KOXM_20577	90	92	351	85
KOXM_20592	351	373	477	282
KOXM_20597	943	2123	2081	2826
KOXM_20602	53	81	56	20
KOXM_20607	171	346	391	118
KOXM_20612	182	229	141	156
KOXM_20617	612	590	508	366
KOXM_20622	211	449	379	295
KOXM_20627	150	253	152	150
KOXM_20632	146	226	340	219
KOXM_20637	265	460	338	252
KOXM_20642	13	66	0	2
KOXM_20647	9	90	0	8
KOXM_20652	14	65	17	8
KOXM_20657	260	607	430	307
KOXM_20662	489	544	1137	354
KOXM_20667	705	1146	1165	675
KOXM_20676	902	1230	1246	147
KOXM_20681	765	577	1242	623
KOXM_20686	231	377	529	189
KOXM_20691	175	290	335	199
KOXM_20696	231	391	561	263
KOXM_20711	34	74	85	52
KOXM_20716	90	290	286	193
KOXM_20721	92	163	213	128
KOXM_20726	34	68	85	75
KOXM_20741	239	254	326	126
KOXM_20746	0	0	43	0
KOXM_20761	220	166	232	50
KOXM_20766	113	315	189	131
KOXM_20771	80	153	124	54
KOXM_20776	39	101	72	31
KOXM_20781	254	310	597	298
KOXM_20786	9283	8714	16617	4984
KOXM_20791	312	265	833	251
KOXM_20796	49	83	47	13
KOXM_20801	973	1167	1446	666
KOXM_20806	1105	1006	1612	771
KOXM_20821	131	331	522	192
KOXM_20826	3865	2166	7815	1221
KOXM_20841	327	437	827	204
KOXM_20856	0	0	13	0
KOXM_20861	0	0	0	0
KOXM_20866	0	0	0	0
KOXM_20871	0	0	10	9
KOXM_20876	40	20	47	12
KOXM_20881	42	156	137	192
KOXM_20886	17	42	34	28
KOXM_20891	0	38	0	20
KOXM_20896	48	36	34	31
KOXM_20901	678	885	1719	636
KOXM_20906	98	368	561	234
KOXM_20911	161	386	667	246
KOXM_20916	1058	1443	2360	1121
KOXM_20921	1876	2607	3197	752
KOXM_20926	858	926	884	301
KOXM_20941	230	538	435	259
KOXM_20946	43	197	106	118
KOXM_20951	589	744	2621	817
KOXM_20956	2924	3284	5353	2339
KOXM_20961	444	212	785	129
KOXM_20966	0	66	0	27
KOXM_20971	257	356	792	275
KOXM_20976	35	177	238	73
KOXM_20981	184	227	345	92
KOXM_20986	121	184	95	35
KOXM_20991	33	46	121	24
KOXM_20996	6	0	0	27
KOXM_21001	18	0	7	17
KOXM_21006	17	4	0	3
KOXM_21011	122	245	192	116
KOXM_21016	205	340	439	175
KOXM_21021	44	291	229	169
KOXM_21026	37	94	81	87
KOXM_21031	83	127	442	174
KOXM_21036	46	43	45	91
KOXM_21041	146	187	117	224
KOXM_21046	240	381	131	315
KOXM_21051	197	231	123	172
KOXM_21056	34	174	78	65
KOXM_21061	59	140	8	34
KOXM_21066	77	77	43	81
KOXM_21071	9	15	1	0
KOXM_21076	0	0	13	0
KOXM_21081	0	0	13	0
KOXM_21086	32	47	166	48
KOXM_21091	0	0	23	0
KOXM_21096	13	14	9	0
KOXM_21101	0	12	0	0
KOXM_21106	15	0	10	10
KOXM_21111	0	0	4	6
KOXM_21116	0	33	40	32
KOXM_21121	11	68	44	25
KOXM_21136	4	74	188	172
KOXM_21141	32	304	715	266
KOXM_21146	67	53	120	63
KOXM_21151	44	13	91	65
KOXM_21156	12	12	14	3
KOXM_21161	12	0	25	0
KOXM_21166	0	2	71	16
KOXM_21171	0	0	0	0
KOXM_21176	25	3	21	9
KOXM_21181	16	20	83	0
KOXM_21186	190	185	199	81
KOXM_21191	0	0	0	14
KOXM_21196	20	31	104	49
KOXM_21211	224	286	375	134
KOXM_21216	324	554	432	250
KOXM_21221	529	1250	1133	561
KOXM_21226	346	277	157	164
KOXM_21231	56	102	55	11
KOXM_21236	0	0	0	0
KOXM_21241	889	1288	1097	507
KOXM_21256	14	42	15	0
KOXM_21261	67	101	7	9
KOXM_21266	23	56	160	68
KOXM_21271	0	0	9	0
KOXM_21276	0	0	0	0
KOXM_21281	0	1	0	10
KOXM_21286	7	0	0	4
KOXM_21291	6	0	40	0
KOXM_21296	23	0	40	20
KOXM_21301	5	20	141	11
KOXM_21306	42	103	79	41
KOXM_21311	150	188	160	149
KOXM_21316	121	119	298	63
KOXM_21321	19	57	15	11
KOXM_21326	2	18	65	50
KOXM_21331	0	0	0	0
KOXM_21336	0	0	0	0
KOXM_21341	18	101	84	60
KOXM_21346	43	141	61	65
KOXM_21351	22	27	37	49
KOXM_21356	0	61	2	56
KOXM_21361	8	54	56	95
KOXM_21366	1493	2351	2210	1448
KOXM_21371	569	671	1052	426
KOXM_21376	0	9	31	0
KOXM_21381	87	67	10	31
KOXM_21386	0	0	0	0
KOXM_21391	510	640	922	838
KOXM_21396	2831	3168	3420	1424
KOXM_21401	1863	2219	1659	1497
KOXM_21406	2540	3229	2455	1698
KOXM_21411	229	405	244	75
KOXM_21416	29	44	34	9
KOXM_21421	609	979	793	456
KOXM_21426	1095	755	1035	433
KOXM_21431	292	604	664	298
KOXM_21436	205	288	362	106
KOXM_21441	151	151	204	76
KOXM_21446	319	663	558	188
KOXM_21451	23	89	99	56
KOXM_21456	104	226	486	85
KOXM_21461	0	72	63	15
KOXM_21466	773	299	869	242
KOXM_21471	139	168	103	41
KOXM_21476	58	204	210	58
KOXM_21481	341	238	326	171
KOXM_21486	1	12	0	0
KOXM_21501	0	16	58	0
KOXM_21506	905	1579	1762	130
KOXM_21511	108	175	258	129
KOXM_21516	55	111	48	54
KOXM_21521	101	181	422	44
KOXM_21526	209	142	448	98
KOXM_21531	0	20	48	10
KOXM_21536	13	0	72	1
KOXM_21541	157	186	465	40
KOXM_21546	641	1118	1890	352
KOXM_21551	353	590	775	331
KOXM_21556	21	23	62	34
KOXM_21561	11	4	24	19
KOXM_21566	174	164	344	105
KOXM_21581	0	0	0	0
KOXM_21586	37	94	72	33
KOXM_21591	59	150	311	158
KOXM_21596	123	69	213	14
KOXM_21601	31	56	184	9
KOXM_21606	16	17	54	26
KOXM_21611	32	50	59	34
KOXM_21616	7	18	3	0
KOXM_21631	0	13	0	2
KOXM_21636	0	14	38	24
KOXM_21641	0	6	75	47
KOXM_21646	14	16	101	8
KOXM_21651	0	15	3	11
KOXM_21656	9	78	55	48
KOXM_21661	0	0	0	0
KOXM_21666	0	0	0	0
KOXM_21671	0	0	0	0
KOXM_21676	0	0	12	0
KOXM_21681	0	0	8	0
KOXM_21686	0	0	9	0
KOXM_21691	0	0	0	3
KOXM_21696	0	0	0	0
KOXM_21701	14	0	18	0
KOXM_21706	0	0	47	17
KOXM_21721	0	24	25	12
KOXM_21726	117	198	185	74
KOXM_21731	157	104	63	89
KOXM_21736	0	23	18	9
KOXM_21741	44	75	1	61
KOXM_21746	0	2	11	12
KOXM_21751	542	846	1254	303
KOXM_21756	349	450	98	174
KOXM_21761	75	177	62	56
KOXM_21766	0	22	0	0
KOXM_21771	0	0	30	0
KOXM_21776	30	8	9	0
KOXM_21781	67	187	139	59
KOXM_21786	36	53	132	0
KOXM_21791	1945	2277	2030	1090
KOXM_21796	22	57	112	47
KOXM_21801	101	51	66	48
KOXM_21806	146	118	232	17
KOXM_21811	209	315	317	2
KOXM_21816	425	491	879	211
KOXM_21821	314	359	469	166
KOXM_21836	594	989	1100	348
KOXM_21841	378	452	1727	276
KOXM_21846	15	27	99	0
KOXM_21851	17	0	39	4
KOXM_21866	146	162	431	93
KOXM_21881	43	20	36	21
KOXM_21886	190	209	220	106
KOXM_21891	47	180	139	83
KOXM_21896	72	189	146	78
KOXM_21901	145	411	612	248
KOXM_21906	548	1055	1206	417
KOXM_21911	17	36	50	25
KOXM_21916	13	33	88	21
KOXM_21921	0	49	0	6
KOXM_21926	0	31	4	0
KOXM_21931	36	48	76	3
KOXM_21936	121	44	99	30
KOXM_21941	52	49	136	34
KOXM_21946	175	119	276	48
KOXM_21961	105	160	210	86
KOXM_21966	39	173	36	75
KOXM_21971	47	171	251	72
KOXM_21976	27	168	232	123
KOXM_21981	171	132	289	164
KOXM_21986	107	361	174	106
KOXM_22001	74	188	163	50
KOXM_22006	157	110	358	94
KOXM_22011	254	330	623	122
KOXM_22016	219	331	920	182
KOXM_22031	65	110	61	82
KOXM_22036	48	63	28	50
KOXM_22041	53	156	186	70
KOXM_22046	272	380	407	409
KOXM_22051	40	25	52	28
KOXM_22056	862	1143	921	699
KOXM_22061	156	159	115	71
KOXM_22066	25	103	118	87
KOXM_22071	227	209	339	109
KOXM_22076	315	472	554	354
KOXM_22081	272	339	689	193
KOXM_22086	14	14	14	35
KOXM_22091	32	0	0	0
KOXM_22096	0	0	0	4
KOXM_22101	42	44	27	4
KOXM_22106	106	135	226	180
KOXM_22111	0	35	9	54
KOXM_22116	29	53	67	104
KOXM_22121	59	175	64	87
KOXM_22126	0	173	67	57
KOXM_22131	0	0	0	10
KOXM_22136	0	5	0	11
KOXM_22141	0	1	75	4
KOXM_22146	88	216	243	103
KOXM_22151	0	0	30	0
KOXM_22156	157	212	265	119
KOXM_22161	8	0	0	0
KOXM_22166	0	0	0	0
KOXM_22171	0	9	13	0
KOXM_22176	0	20	0	0
KOXM_22181	0	0	4	11
KOXM_22186	0	8	0	0
KOXM_22191	0	0	0	9
KOXM_22196	0	0	0	0
KOXM_22201	0	12	0	0
KOXM_22206	0	0	0	0
KOXM_22211	1	0	2	0
KOXM_22216	54	53	137	59
KOXM_22221	84	128	62	69
KOXM_22226	111	249	112	30
KOXM_22231	303	87	225	24
KOXM_22236	1200	2227	3071	1177
KOXM_22241	42	54	69	24
KOXM_22246	43	0	19	0
KOXM_22251	0	0	0	0
KOXM_22256	12	0	8	0
KOXM_22261	0	0	38	0
KOXM_22266	9	46	109	47
KOXM_22271	0	5	0	0
KOXM_22276	37	74	149	20
KOXM_22281	0	28	0	0
KOXM_22286	367	364	944	300
KOXM_22291	528	780	1321	526
KOXM_22296	9	19	12	7
KOXM_22301	56	106	47	19
KOXM_22306	15051	14163	36100	4093
KOXM_22311	105	507	502	59
KOXM_22316	0	11	0	0
KOXM_22321	142	276	394	148
KOXM_22326	115	281	143	242
KOXM_22351	5	8	0	25
KOXM_22356	20	115	41	10
KOXM_22361	0	103	6	4
KOXM_22366	68	199	194	73
KOXM_22371	10	69	53	37
KOXM_22376	15	40	32	4
KOXM_22391	40	67	98	39
KOXM_22396	103	143	293	118
KOXM_22405	20	22	34	23
KOXM_22410	0	24	0	0
KOXM_22415	30	7	0	13
KOXM_22420	0	0	0	12
KOXM_22425	0	0	0	0
KOXM_22430	0	0	0	0
KOXM_22435	0	0	10	0
KOXM_22440	12	44	0	20
KOXM_22445	0	12	0	0
KOXM_22450	0	0	0	0
KOXM_22455	0	18	20	16
KOXM_22460	8	0	0	9
KOXM_22465	31	46	98	51
KOXM_22470	0	0	0	0
KOXM_22475	0	0	0	7
KOXM_22490	52	120	73	101
KOXM_22495	25	31	0	0
KOXM_22500	58	46	120	36
KOXM_22505	0	11	10	0
KOXM_22520	0	0	53	27
KOXM_22525	38	0	33	0
KOXM_22530	0	0	2	0
KOXM_22535	13	41	16	3
KOXM_22540	6	33	18	46
KOXM_22545	1	30	11	4
KOXM_22550	189	153	344	193
KOXM_22555	141	71	232	140
KOXM_22560	0	0	3	0
KOXM_22565	666	955	891	614
KOXM_22570	177	705	475	338
KOXM_22585	0	4	25	27
KOXM_22590	215	192	502	146
KOXM_22595	668	644	1011	413
KOXM_22600	0	0	29	4
KOXM_22605	0	0	0	8
KOXM_22610	0	0	19	0
KOXM_22615	0	0	21	0
KOXM_22620	0	0	0	0
KOXM_22625	0	14	0	0
KOXM_22630	11	12	29	16
KOXM_22635	20	3	13	0
KOXM_22640	13	0	0	0
KOXM_22645	0	20	13	18
KOXM_22650	0	0	0	0
KOXM_22655	0	0	16	0
KOXM_22660	7	0	0	0
KOXM_22665	0	0	24	0
KOXM_22670	35	85	168	35
KOXM_22675	144	209	333	125
KOXM_22680	37	33	64	6
KOXM_22685	5	0	36	10
KOXM_22690	67	66	165	76
KOXM_22695	0	20	18	56
KOXM_22700	22	56	210	29
KOXM_22725	35	60	67	53
KOXM_22730	0	8	12	7
KOXM_22735	103	367	726	364
KOXM_22740	35	40	141	32
KOXM_22755	40	25	77	0
KOXM_22760	18	25	24	0
KOXM_22765	26	87	132	59
KOXM_22770	118	91	308	104
KOXM_22775	64	136	285	141
KOXM_22780	0	0	46	20
KOXM_22785	0	0	0	0
KOXM_22790	0	9	0	0
KOXM_22795	0	0	0	0
KOXM_22800	0	0	0	11
KOXM_22815	67	54	81	24
KOXM_22820	147	271	155	185
KOXM_22825	81	84	161	86
KOXM_22840	107	134	225	213
KOXM_22845	178	319	126	148
KOXM_22850	624	730	995	328
KOXM_22855	239	1671	1090	1417
KOXM_22860	451	487	445	325
KOXM_22865	105	125	255	92
KOXM_22870	268	190	634	183
KOXM_22877	134	222	490	184
KOXM_22882	208	175	67	167
KOXM_22887	96	151	31	35
KOXM_22892	428	838	330	289
KOXM_22897	54	60	65	79
KOXM_22902	73	131	95	54
KOXM_22917	73	142	45	105
KOXM_22922	11	103	41	13
KOXM_22927	0	55	51	7
KOXM_22932	32	46	94	0
KOXM_22937	57	53	25	22
KOXM_22942	22	118	141	2
KOXM_22947	42	166	97	56
KOXM_22952	100	90	308	127
KOXM_22957	326	571	653	275
KOXM_22962	736	588	1621	399
KOXM_22967	151	78	304	59
KOXM_22972	509	739	1234	493
KOXM_22977	435	488	962	336
KOXM_22982	210	274	825	160
KOXM_22987	618	977	1931	475
KOXM_22992	1174	1062	1083	463
KOXM_22997	1799	3406	4866	1573
KOXM_23002	629	563	1281	164
KOXM_23007	406	423	908	241
KOXM_23012	427	507	1323	326
KOXM_23017	290	460	399	119
KOXM_23022	836	1056	1718	649
KOXM_23027	744	642	1036	277
KOXM_23032	2256	1533	2488	1051
KOXM_23037	2926	4721	5818	1743
KOXM_23042	105	123	287	178
KOXM_23057	439	1008	867	538
KOXM_23062	254	192	314	96
KOXM_23067	39	105	144	14
KOXM_23072	140	1657	374	971
KOXM_23077	82	92	155	24
KOXM_23082	23	30	2	9
KOXM_23087	40	105	64	55
KOXM_23092	80	114	156	32
KOXM_23097	12	74	172	17
KOXM_23102	215	472	776	148
KOXM_23107	159	169	268	113
KOXM_23112	66	157	136	136
KOXM_23117	46	30	52	23
KOXM_23122	0	36	36	48
KOXM_23127	10	18	29	21
KOXM_23132	73	50	83	73
KOXM_23137	655	567	825	516
KOXM_23142	11	0	0	0
KOXM_23147	26	0	20	29
KOXM_23152	2	5	11	0
KOXM_23157	60	88	4	21
KOXM_23162	0	11	0	0
KOXM_23167	0	0	0	0
KOXM_23172	0	0	0	2
KOXM_23177	10	1	1	0
KOXM_23192	0	0	9	0
KOXM_23197	0	0	0	0
KOXM_23202	4	0	0	9
KOXM_23207	0	0	0	0
KOXM_23212	0	0	0	0
KOXM_23217	7	0	30	0
KOXM_23222	0	0	0	0
KOXM_23227	0	0	0	0
KOXM_23232	8	0	0	0
KOXM_23247	0	6	44	0
KOXM_23252	42	106	160	58
KOXM_23257	425	1196	798	513
KOXM_23272	270	721	675	389
KOXM_23277	67	97	72	23
KOXM_23282	24	133	43	41
KOXM_23287	76	245	97	95
KOXM_23292	105	462	185	92
KOXM_23297	203	75	418	126
KOXM_23302	40	62	81	29
KOXM_23307	147	77	168	55
KOXM_23312	68	117	247	85
KOXM_23317	0	66	115	30
KOXM_23322	188	171	680	108
KOXM_23327	275	43	504	55
KOXM_23332	53	114	117	59
KOXM_23337	46	53	251	7
KOXM_23342	0	18	0	0
KOXM_23347	9	27	76	43
KOXM_23352	14	58	96	52
KOXM_23357	97	98	94	9
KOXM_23362	31	34	130	2
KOXM_23367	799	715	2157	512
KOXM_23382	7	21	0	15
KOXM_23387	7	0	0	9
KOXM_23392	495	679	1786	366
KOXM_23397	377	885	3271	500
KOXM_23402	894	904	6652	799
KOXM_23407	849	685	2892	668
KOXM_23412	370	766	473	111
KOXM_23417	26	39	25	0
KOXM_23422	4	0	23	0
KOXM_23427	183	132	298	125
KOXM_23432	43	116	201	37
KOXM_23437	63	136	202	147
KOXM_23442	0	0	6	0
KOXM_23447	0	0	12	0
KOXM_23452	0	0	0	0
KOXM_23457	154	344	480	186
KOXM_23462	41	124	180	143
KOXM_23467	12	0	21	0
KOXM_23472	57	51	8	28
KOXM_23477	27	67	111	36
KOXM_23482	115	97	209	55
KOXM_23497	296	421	748	179
KOXM_23502	3374	5505	9052	3050
KOXM_23507	1762	2435	3232	1411
KOXM_23512	746	1376	1439	508
KOXM_23527	540	821	1019	638
KOXM_23532	539	915	1077	637
KOXM_23537	244	438	687	147
KOXM_23542	501	645	847	481
KOXM_23557	321	686	999	415
KOXM_23562	300	553	553	494
KOXM_23567	357	878	1042	612
KOXM_23572	739	1566	1368	942
KOXM_23577	91	145	145	74
KOXM_23582	538	864	999	635
KOXM_23587	237	655	836	185
KOXM_23592	288	593	555	237
KOXM_23597	34	71	429	251
KOXM_23602	633	831	1925	504
KOXM_23607	21	32	55	24
KOXM_23612	679	928	1364	440
KOXM_23617	514	885	1032	297
KOXM_23622	414	1135	1528	516
KOXM_23627	285	568	544	187
KOXM_23632	0	13	11	10
KOXM_23647	21	26	0	69
KOXM_23652	45	70	132	89
KOXM_23657	0	6	4	19
KOXM_23662	0	18	8	0
KOXM_23667	10	6	21	39
KOXM_23672	62	93	100	23
KOXM_23677	68	106	155	46
KOXM_23682	30	168	210	174
KOXM_23687	52	187	227	160
KOXM_23692	92	110	149	77
KOXM_23697	53	48	86	48
KOXM_23702	0	19	97	0
KOXM_23717	0	0	0	12
KOXM_23722	0	0	3	0
KOXM_23727	111	160	826	213
KOXM_23732	240	278	502	301
KOXM_23737	108	104	162	56
KOXM_23742	57	49	14	60
KOXM_23747	70	0	33	0
KOXM_23752	11	31	48	8
KOXM_23757	6	78	44	53
KOXM_23762	175	218	528	98
KOXM_23777	507	1133	1240	633
KOXM_23782	115	318	378	182
KOXM_23787	75	86	470	158
KOXM_23792	57	34	147	19
KOXM_23797	94	225	377	175
KOXM_23802	37	48	109	53
KOXM_23807	39	51	161	84
KOXM_23812	17	26	56	56
KOXM_23817	10	27	10	31
KOXM_23822	55	318	43	250
KOXM_23827	46	16	52	31
KOXM_23832	1258	1672	1511	1002
KOXM_23837	396	607	314	227
KOXM_23842	527	409	822	248
KOXM_23847	17	0	24	8
KOXM_23862	0	0	0	0
KOXM_23867	0	0	0	0
KOXM_23872	0	0	0	0
KOXM_23877	0	0	0	0
KOXM_23882	0	0	0	0
KOXM_23887	0	0	0	0
KOXM_23892	0	0	12	0
KOXM_23897	5	16	0	0
KOXM_23902	0	0	0	19
KOXM_23907	0	0	0	3
KOXM_23922	36	6	100	0
KOXM_23927	0	29	2	0
KOXM_23932	0	0	21	0
KOXM_23937	0	11	0	14
KOXM_23942	0	11	9	5
KOXM_23947	0	0	3	0
KOXM_23952	8	18	0	13
KOXM_23957	37	9	140	44
KOXM_23962	278	296	643	306
KOXM_23967	44	191	92	57
KOXM_23972	282	152	232	155
KOXM_23977	1259	1641	2293	945
KOXM_23982	402	411	565	240
KOXM_23987	762	954	2578	944
KOXM_23992	34	219	308	333
KOXM_23997	74	475	541	622
KOXM_24002	0	0	0	31
KOXM_24007	103	621	640	343
KOXM_24012	79	15	33	87
KOXM_24017	42	0	89	7
KOXM_24022	250	306	346	250
KOXM_24027	27	5	31	40
KOXM_24032	6	10	242	10
KOXM_24037	67	44	680	157
KOXM_24042	0	0	0	0
KOXM_24047	0	0	119	37
KOXM_24052	18	35	459	43
KOXM_24057	1	15	578	32
KOXM_24062	3	50	619	147
KOXM_24067	893	1437	6862	1333
KOXM_24072	4	14	61	0
KOXM_24077	0	11	3	0
KOXM_24082	0	22	0	17
KOXM_24087	7	1	42	31
KOXM_24092	28	0	0	0
KOXM_24097	0	0	0	0
KOXM_24102	31	78	118	10
KOXM_24107	1053	788	1508	523
KOXM_24112	9	40	25	71
KOXM_24117	0	9	36	0
KOXM_24122	19	151	30	82
KOXM_24127	0	0	13	0
KOXM_24132	0	0	0	0
KOXM_24137	20	2	12	8
KOXM_24142	52	27	122	27
KOXM_24147	20	79	51	45
KOXM_24152	0	18	0	0
KOXM_24157	149	123	1147	246
KOXM_24162	32	62	114	13
KOXM_24167	40	30	82	6
KOXM_24172	107	146	132	179
KOXM_24177	549	1521	737	753
KOXM_24182	0	0	13	21
KOXM_24187	29	21	38	13
KOXM_24202	44	686	102	506
KOXM_24207	120	245	353	269
KOXM_24212	0	0	36	0
KOXM_24217	0	27	0	0
KOXM_24232	33	144	63	78
KOXM_24237	12	1	25	0
KOXM_24242	418	763	467	309
KOXM_24247	21	184	43	63
KOXM_24252	0	113	0	38
KOXM_24257	0	0	0	0
KOXM_24262	11	8	0	14
KOXM_24267	0	116	19	60
KOXM_24272	23	38	13	0
KOXM_24277	10	78	16	56
KOXM_24282	0	0	75	13
KOXM_24287	0	2	0	0
KOXM_24292	0	0	0	0
KOXM_24297	4	222	81	31
KOXM_24302	29	119	110	52
KOXM_24307	171	1039	519	511
KOXM_24312	83	151	120	303
KOXM_24317	0	1	0	0
KOXM_24322	29	6	0	35
KOXM_24327	0	0	0	0
KOXM_24332	0	0	17	12
KOXM_24337	0	0	0	0
KOXM_24342	0	17	17	27
KOXM_24347	0	0	0	0
KOXM_24352	0	0	0	0
KOXM_24357	0	6	3	28
KOXM_24362	11	0	7	0
KOXM_24377	0	38	0	28
KOXM_24382	17	10	0	12
KOXM_24387	56	64	29	79
KOXM_24392	44	53	17	7
KOXM_24397	0	6	0	0
KOXM_24402	0	23	0	35
KOXM_24407	11	63	135	41
