gene_name	N18	N19	N20	N21	N3	N4
None_locusTag_PFL_5684	632	593	319	335	554	243
None_locusTag_PFL_5685	206	178	59	32	179	130
None_locusTag_PFL_5686	350	409	135	120	838	360
None_locusTag_PFL_5687	934	874	415	271	1493	414
None_locusTag_PFL_5688	1284	1146	939	477	516	263
None_locusTag_PFL_5694	44	13	19	5	26	3
None_locusTag_PFL_5695	39	11	5	4	12	4
None_locusTag_PFL_5696	71	50	32	21	41	49
None_locusTag_PFL_5699	629	391	141	195	202	58
None_locusTag_PFL_5701	110	65	139	34	99	12
None_locusTag_PFL_5702	91	45	21	32	47	58
None_locusTag_PFL_5703	0	17	0	16	5	20
None_locusTag_PFL_5704	0	17	18	12	5	17
None_locusTag_PFL_5705	25	63	12	8	25	37
None_locusTag_PFL_5707	15	53	6	0	50	20
None_locusTag_PFL_5708	0	0	0	0	0	0
None_locusTag_PFL_5709	6	9	0	13	7	19
None_locusTag_PFL_5711	7	11	6	8	67	0
None_locusTag_PFL_5714	104	24	34	26	16	21
None_locusTag_PFL_5715	18	22	1	5	6	9
None_locusTag_PFL_5716	14	3	8	0	54	5
None_locusTag_PFL_5717	4	3	10	0	33	2
None_locusTag_PFL_5718	39	25	0	7	23	12
None_locusTag_PFL_5719	589	818	286	461	748	229
None_locusTag_PFL_5720	70	41	14	22	50	39
None_locusTag_PFL_5722	10	4	2	3	0	6
None_locusTag_PFL_5730	22	16	11	1	20	2
None_locusTag_PFL_5732	11	39	8	2	20	9
None_locusTag_PFL_5733	2	5	0	2	25	0
None_locusTag_PFL_5734	13	19	34	6	21	0
None_locusTag_PFL_5735	23	23	8	3	8	2
None_locusTag_PFL_5736	23	34	13	13	35	5
None_locusTag_PFL_5737	0	16	6	0	0	3
None_locusTag_PFL_5738	14	37	44	6	13	0
None_locusTag_PFL_5739	58	12	0	19	14	20
None_locusTag_PFL_5740	68	61	40	30	63	37
None_locusTag_PFL_5741	19	18	1	0	1	0
None_locusTag_PFL_5742	14	47	28	4	25	24
None_locusTag_PFL_5743	0	3	19	4	8	0
None_locusTag_PFL_5744	0	0	0	0	7	0
None_locusTag_PFL_5745	6	4	17	6	0	4
None_locusTag_PFL_5746	11	0	12	0	44	0
None_locusTag_PFL_5747	24	6	0	13	1	12
None_locusTag_PFL_5748	0	0	0	0	0	0
None_locusTag_PFL_5749	13	0	1	0	0	0
None_locusTag_PFL_5750	8	0	0	0	3	8
None_locusTag_PFL_5751	63	32	17	9	10	18
None_locusTag_PFL_5752	2	4	0	0	11	6
None_locusTag_PFL_5753	12	0	0	12	19	9
None_locusTag_PFL_5754	34	6	3	0	17	6
None_locusTag_PFL_5755	18	11	0	5	0	11
None_locusTag_PFL_5756	15	26	3	0	21	0
None_locusTag_PFL_5757	40	41	18	15	24	20
None_locusTag_PFL_5758	2	2	14	0	4	0
None_locusTag_PFL_5765	29	27	14	2	44	14
None_locusTag_PFL_5769	27	27	7	6	30	24
None_locusTag_PFL_5770	73	42	13	6	27	28
None_locusTag_PFL_5771	76	98	46	50	41	36
None_locusTag_PFL_5773	66	33	1	18	64	90
None_locusTag_PFL_5774	598	452	128	109	566	569
None_locusTag_PFL_5775	612	715	306	383	1125	815
None_locusTag_PFL_5776	46	1	14	5	7	11
None_locusTag_PFL_5777	20	17	17	0	13	0
None_locusTag_PFL_5778	88	78	43	36	38	19
None_locusTag_PFL_5779	581	538	355	257	417	177
None_locusTag_PFL_5780	11	9	7	0	12	4
None_locusTag_PFL_5782	87	63	29	13	29	3
None_locusTag_PFL_5783	29	28	4	18	16	19
None_locusTag_PFL_5787	6	8	1	0	8	7
None_locusTag_PFL_5790	20	14	3	3	8	0
None_locusTag_PFL_5791	15	47	5	18	28	32
None_locusTag_PFL_5792	65	11	5	10	43	38
None_locusTag_PFL_5793	28	13	43	19	10	8
None_locusTag_PFL_5794	78	91	18	34	39	38
None_locusTag_PFL_5796	101	41	57	33	53	38
None_locusTag_PFL_5797	176	155	85	75	281	19
None_locusTag_PFL_5800	131	38	25	34	103	31
None_locusTag_PFL_5802	550	689	552	151	837	180
None_locusTag_PFL_5803	737	813	402	322	750	258
None_locusTag_PFL_5805	18	13	1	0	8	0
None_locusTag_PFL_5806	87	37	9	8	68	9
None_locusTag_PFL_5807	10	8	0	0	16	4
None_locusTag_PFL_5808	0	19	0	9	42	1
None_locusTag_PFL_5809	35	15	21	9	43	27
None_locusTag_PFL_5810	19	29	9	4	29	24
None_locusTag_PFL_5821	7	0	0	0	4	0
None_locusTag_PFL_5830	37	3	2	4	5	0
None_locusTag_PFL_5831	17	15	0	0	6	0
None_locusTag_PFL_5835	310	183	117	99	323	190
None_locusTag_PFL_5836	18	47	2	7	11	19
None_locusTag_PFL_5838	13	0	1	4	0	0
None_locusTag_PFL_5840	44	27	13	8	98	137
None_locusTag_PFL_5841	0	8	0	0	0	3
None_locusTag_PFL_5844	5	12	0	0	4	0
None_locusTag_PFL_5846	11	19	13	4	21	17
None_locusTag_PFL_5847	3	8	3	0	0	0
None_locusTag_PFL_5848	7	22	5	0	8	0
None_locusTag_PFL_5852	38	34	4	18	23	12
None_locusTag_PFL_5858	2	2	0	9	4	2
None_locusTag_PFL_5859	29	11	18	21	21	20
None_locusTag_PFL_5860	26	5	0	10	4	12
None_locusTag_PFL_5861	7	12	0	0	9	0
None_locusTag_PFL_5862	22	10	0	0	11	1
None_locusTag_PFL_5863	159	84	76	47	118	30
None_locusTag_PFL_5864	201	165	43	69	162	81
None_locusTag_PFL_5866	7	4	0	7	23	3
None_locusTag_PFL_5867	44	18	24	29	41	9
None_locusTag_PFL_5869	8	30	4	2	1	4
None_locusTag_PFL_5871	241	252	52	33	256	63
None_locusTag_PFL_5872	38	22	3	20	63	22
None_locusTag_PFL_5873	29	0	12	0	0	17
None_locusTag_PFL_5874	13	18	13	2	13	14
None_locusTag_PFL_5875	18	24	16	0	38	47
None_locusTag_PFL_5876	9	5	6	13	19	5
None_locusTag_PFL_5878	28	51	27	17	64	8
None_locusTag_PFL_5879	79	85	56	95	167	51
None_locusTag_PFL_5880	51	24	12	11	30	8
None_locusTag_PFL_5884	5	16	1	0	18	4
None_locusTag_PFL_5885	21	7	0	0	17	2
None_locusTag_PFL_5886	7	28	13	25	30	4
None_locusTag_PFL_5887	0	5	0	13	10	13
None_locusTag_PFL_5888	1	0	0	0	6	4
None_locusTag_PFL_5889	6	24	6	15	18	3
None_locusTag_PFL_5890	37	37	0	6	66	25
None_locusTag_PFL_5891	39	76	19	32	87	49
None_locusTag_PFL_5894	509	290	163	171	498	233
None_locusTag_PFL_5897	23	19	27	32	78	30
None_locusTag_PFL_5898	23	40	13	42	69	10
None_locusTag_PFL_5901	1	24	0	18	22	11
None_locusTag_PFL_5902	23	18	6	16	24	22
None_locusTag_PFL_5903	148	52	61	118	81	36
None_locusTag_PFL_5904	250	159	58	73	92	26
None_locusTag_PFL_5907	82	41	0	23	24	48
None_locusTag_PFL_5908	73	56	25	18	53	17
None_locusTag_PFL_5909	159	247	34	25	147	30
None_locusTag_PFL_5910	417	435	143	106	580	238
None_locusTag_PFL_5912	175	221	157	160	207	107
None_locusTag_PFL_5913	70	43	42	24	61	31
None_locusTag_PFL_5914	48	80	36	18	72	24
None_locusTag_PFL_5915	27	48	3	5	40	4
None_locusTag_PFL_5916	1	30	3	22	23	16
None_locusTag_PFL_5917	129	67	37	56	123	56
None_locusTag_PFL_5918	17	0	17	0	2	0
None_locusTag_PFL_5919	65	40	3	7	51	28
None_locusTag_PFL_5920	74	67	18	33	30	13
None_locusTag_PFL_5921	29	0	0	8	2	0
None_locusTag_PFL_5927	433	257	95	138	234	74
None_locusTag_PFL_5928	155	178	63	76	168	71
None_locusTag_PFL_5929	83	116	57	50	98	49
None_locusTag_PFL_5931	54	42	11	2	30	31
None_locusTag_PFL_5943	43	60	17	26	45	61
None_locusTag_PFL_5944	18	7	22	0	41	17
None_locusTag_PFL_5945	32	17	7	12	11	15
None_locusTag_PFL_5946	26	25	15	34	26	16
None_locusTag_PFL_5947	39	11	41	33	23	32
None_locusTag_PFL_5948	50	3	10	19	14	0
None_locusTag_PFL_5949	33	31	0	6	19	0
None_locusTag_PFL_5950	13	31	4	25	13	0
None_locusTag_PFL_5960	52	91	15	10	48	26
None_locusTag_PFL_5963	66	71	44	52	52	20
None_locusTag_PFL_5964	234	148	25	72	152	53
None_locusTag_PFL_5965	816	620	193	251	389	124
None_locusTag_PFL_5966	112	56	36	13	83	35
None_locusTag_PFL_5969	146	249	45	100	172	60
None_locusTag_PFL_5971	266	290	183	132	303	110
None_locusTag_PFL_5972	159	180	32	53	126	26
None_locusTag_PFL_5973	4	0	6	0	0	14
None_locusTag_PFL_5974	104	30	46	10	83	32
None_locusTag_PFL_5975	104	114	30	41	155	36
None_locusTag_PFL_5976	144	63	58	48	114	47
None_locusTag_PFL_5977	54	53	1	6	46	28
None_locusTag_PFL_5978	162	159	46	35	121	37
None_locusTag_PFL_5979	483	323	128	206	359	244
None_locusTag_PFL_5986	6	2	0	0	17	0
None_locusTag_PFL_5987	41	26	10	14	51	16
None_locusTag_PFL_5989	11	35	0	8	3	1
None_locusTag_PFL_5990	56	17	27	12	98	16
None_locusTag_PFL_5992	23	15	0	10	8	6
None_locusTag_PFL_5993	142	122	47	4	137	22
None_locusTag_PFL_5994	7	3	0	6	26	0
None_locusTag_PFL_5996	94	80	2	6	60	19
None_locusTag_PFL_6005	103	138	123	51	68	21
None_locusTag_PFL_6006	27	17	5	11	22	6
None_locusTag_PFL_6007	85	48	3	22	98	70
None_locusTag_PFL_6014	25	8	12	0	37	17
None_locusTag_PFL_6016	114	133	52	64	34	15
None_locusTag_PFL_6017	1841	1131	421	469	398	218
None_locusTag_PFL_6018	78	68	16	17	67	25
None_locusTag_PFL_6021	16	2	0	14	10	12
None_locusTag_PFL_6022	468	760	102	155	540	242
None_locusTag_PFL_6023	891	731	237	462	1093	349
None_locusTag_PFL_6024	29	14	6	11	33	25
None_locusTag_PFL_6025	97	53	11	20	54	20
None_locusTag_PFL_6026	276	219	101	43	175	53
None_locusTag_PFL_6027	247	168	123	90	122	30
None_locusTag_PFL_6028	51	29	27	65	57	14
None_locusTag_PFL_6029	40	19	7	1	24	15
None_locusTag_PFL_6030	134	86	17	70	132	65
None_locusTag_PFL_6033	203	109	92	88	66	54
None_locusTag_PFL_6034	587	459	162	211	193	61
None_locusTag_PFL_6037	207	407	122	110	296	12
None_locusTag_PFL_6040	15	14	0	7	1	6
None_locusTag_PFL_6041	0	8	11	0	0	11
None_locusTag_PFL_6042	1	9	0	0	18	37
None_locusTag_PFL_6043	30	44	5	21	12	29
None_locusTag_PFL_6044	39	62	15	21	38	30
None_locusTag_PFL_6045	27	27	11	4	45	0
None_locusTag_PFL_6046	451	621	311	318	626	231
None_locusTag_PFL_6047	0	0	0	0	0	13
None_locusTag_PFL_6050	93	91	4	14	102	69
None_locusTag_PFL_6057	41	28	1	23	9	8
None_locusTag_PFL_6058	326	215	131	130	178	59
None_locusTag_PFL_6060	36	14	9	20	12	14
None_locusTag_PFL_6064	0	10	0	0	8	18
None_locusTag_PFL_6065	47	15	8	1	14	4
None_locusTag_PFL_6066	157	69	47	39	68	37
None_locusTag_PFL_6072	70	54	0	10	40	28
None_locusTag_PFL_6073	13	33	0	0	11	4
None_locusTag_PFL_6095	0	0	0	0	9	0
None_locusTag_PFL_6096	92	142	45	65	174	87
None_locusTag_PFL_6097	19	37	6	11	28	4
None_locusTag_PFL_6098	12	0	0	3	0	3
None_locusTag_PFL_6099	53	22	45	17	53	13
None_locusTag_PFL_6100	46	30	18	0	16	0
None_locusTag_PFL_6107	355	459	217	102	138	138
None_locusTag_PFL_6110	3	33	7	22	15	12
None_locusTag_PFL_6111	74	68	19	11	48	13
None_locusTag_PFL_6112	13	39	13	12	21	1
None_locusTag_PFL_6113	36	55	46	46	28	0
None_locusTag_PFL_6114	126	274	64	96	251	165
None_locusTag_PFL_6120	75	108	17	28	52	32
None_locusTag_PFL_6121	19	0	0	6	8	0
None_locusTag_PFL_6122	6	23	16	22	0	14
None_locusTag_PFL_6123	87	114	77	15	76	14
None_locusTag_PFL_6124	447	336	270	180	346	35
None_locusTag_PFL_6127	155	124	71	34	147	124
None_locusTag_PFL_6129	12	10	0	3	15	13
None_locusTag_PFL_6130	2	7	3	0	5	8
None_locusTag_PFL_6131	25	4	0	8	3	2
None_locusTag_PFL_6132	30	21	3	0	0	15
None_locusTag_PFL_6133	15	15	4	31	31	12
None_locusTag_PFL_6134	8	35	4	11	23	2
None_locusTag_PFL_6135	44	35	7	0	35	29
None_locusTag_PFL_6136	6	0	5	0	0	0
None_locusTag_PFL_6137	9	0	0	0	17	0
None_locusTag_PFL_6138	9	0	0	0	0	5
None_locusTag_PFL_6140	19	24	0	0	6	9
None_locusTag_PFL_6141	12	31	16	23	52	5
None_locusTag_PFL_6142	0	33	0	2	0	16
None_locusTag_PFL_6143	64	75	49	0	20	40
None_locusTag_PFL_6144	55	102	15	28	23	23
None_locusTag_PFL_6147	40	52	13	15	57	38
None_locusTag_PFL_6148	34	61	4	39	72	35
None_locusTag_PFL_6149	0	21	13	2	18	27
None_locusTag_PFL_6150	0	6	0	0	0	8
None_locusTag_PFL_6151	18	11	0	2	0	16
None_locusTag_PFL_6152	56	41	7	44	40	87
None_locusTag_PFL_6153	0	18	0	0	0	5
None_locusTag_PFL_6154	13	0	0	0	7	7
None_locusTag_PFL_6155	9	0	0	0	2	0
None_locusTag_PFL_6156	10	43	5	9	112	75
None_locusTag_PFL_6159	61	27	5	51	81	56
None_locusTag_PFL_6160	424	443	187	201	650	418
None_locusTag_PFL_6161	456	289	157	192	363	129
None_locusTag_PFL_6163	44	23	12	35	30	59
None_locusTag_PFL_6164	13	57	11	15	8	58
None_locusTag_PFL_6165	106	123	41	54	105	16
None_locusTag_PFL_6166	791	816	429	364	537	164
None_locusTag_PFL_6167	10	0	1	1	9	5
None_locusTag_PFL_6168	47	42	3	11	26	10
None_locusTag_PFL_6169	70	80	28	19	54	21
None_locusTag_PFL_6170	25	8	7	3	23	0
None_locusTag_PFL_6171	76	47	16	27	41	41
None_locusTag_PFL_6172	0	0	6	2	10	16
None_locusTag_PFL_6173	0	28	4	0	47	54
None_locusTag_PFL_6174	0	8	0	0	5	11
None_locusTag_PFL_6175	4	0	0	0	8	1
None_locusTag_PFL_6177	21	12	3	5	19	9
None_locusTag_PFL_6182	7	4	0	3	23	13
None_locusTag_PFL_6183	24	36	10	5	33	19
None_locusTag_PFL_6185	215	73	23	42	97	23
None_locusTag_PFL_6186	366	339	161	115	269	49
None_locusTag_PFL_6187	1914	1756	1319	729	1098	404
None_locusTag_PFL_6188	41	34	7	6	83	9
None_locusTag_PFL_6189	50	42	22	24	96	40
None_locusTag_PFL_6190	82	93	40	24	172	29
None_locusTag_PFL_6192	33	31	13	0	15	24
None_locusTag_PFL_6193	40	22	9	8	24	1
None_locusTag_PFL_6194	82	128	54	29	97	48
None_locusTag_PFL_6195	60	31	12	7	16	20
None_locusTag_PFL_6196	51	37	8	5	30	10
None_locusTag_PFL_6197	0	8	5	30	6	0
None_locusTag_PFL_6198	0	6	0	0	11	0
None_locusTag_PFL_6199	0	14	12	4	0	6
None_locusTag_PFL_6201	28	13	35	0	16	21
None_locusTag_PFL_6202	2	7	0	0	9	0
None_locusTag_PFL_6203	71	27	7	11	7	4
None_locusTag_PFL_6204	94	28	10	7	30	14
None_locusTag_PFL_6205	29	26	7	0	3	0
None_locusTag_PFL_6206	26	15	3	11	0	3
None_locusTag_PFL_6207	92	39	21	17	77	12
None_locusTag_PFL_6208	25	43	9	5	28	22
None_locusTag_PFL_6209	54	15	20	5	28	11
None_locusTag_PFL_6210	6	10	8	0	25	0
None_locusTag_PFL_6211	43	2	9	1	44	0
None_locusTag_PFL_6227	20	27	0	13	31	0
None_locusTag_PFL_6228	183	111	27	75	140	36
None_locusTag_PFL_6232	47	68	34	26	74	25
None_locusTag_PFL_6233	0	20	22	0	14	7
None_locusTag_PFL_6234	0	6	0	0	11	14
None_locusTag_PFL_6235	111	129	45	41	27	1
None_locusTag_PFL_6236	5	0	0	0	5	0
None_locusTag_PFL_6237	0	0	0	3	0	0
None_locusTag_PFL_6238	14	10	0	0	3	14
None_locusTag_PFL_6239	35	35	0	12	5	0
None_locusTag_PFL_6240	4	14	1	0	0	5
None_locusTag_PFL_6242	0	13	0	0	5	11
None_locusTag_PFL_6243	0	9	0	0	7	0
None_locusTag_PFL_6244	13	12	0	0	11	9
None_locusTag_PFL_6245	51	12	17	21	34	10
None_locusTag_PFL_6246	5	1	4	13	38	0
None_locusTag_PFL_6247	0	21	0	0	14	3
None_locusTag_PFL_6248	4	29	0	0	7	10
None_locusTag_PFL_6249	41	69	13	3	32	22
None_locusTag_PFL_6250	17	14	0	0	0	9
None_locusTag_PFL_6251	0	13	0	15	40	36
None_locusTag_PFL_6252	114	111	32	54	237	91
None_locusTag_PFL_6253	136	131	30	54	269	148
None_locusTag_PFL_6254	11	21	17	15	7	9
None_locusTag_PFL_6255	855	409	216	133	510	524
None_locusTag_PFL_6256	2	0	10	6	0	0
None_locusTag_PFL_6258	28	28	24	17	11	32
None_locusTag_PFL_6259	76	8	10	30	36	6
None_locusTag_PFL_6260	12	3	17	16	15	12
None_locusTag_PFL_6261	151	154	40	71	236	98
None_locusTag_PFL_6262	90	55	9	23	67	34
None_locusTag_PFL_6263	76	63	61	17	60	86
None_locusTag_PFL_6264	101	50	7	23	109	11
None_locusTag_PFL_6265	8	0	0	2	14	12
None_locusTag_PFL_6266	4	0	2	0	0	0
None_locusTag_PFL_6267	10	25	13	0	6	12
None_locusTag_PFL_6268	5	2	5	0	29	0
None_locusTag_PFL_6269	139	82	16	24	156	88
None_locusTag_PFL_6270	120	105	39	56	159	124
None_locusTag_PFL_6271	91	109	6	24	84	36
None_locusTag_PFL_6272	181	108	41	39	160	100
None_locusTag_PFL_6273	21	18	0	7	44	18
None_locusTag_PFL_6274	1623	1322	688	556	1699	621
None_locusTag_PFL_6275	979	687	335	453	1137	607
None_locusTag_PFL_6276	84	85	2	22	34	22
None_locusTag_PFL_6277	0	0	0	0	0	0
None_locusTag_PFL_6278	29	0	21	13	26	8
None_locusTag_PFL_6279	11	18	0	2	35	12
None_locusTag_PFL_6280	4	2	0	0	11	5
None_locusTag_PFL_6281	427	257	77	97	267	162
None_locusTag_PFL_6282	520	621	387	399	408	31
None_locusTag_PFL_6283	11	0	0	19	6	26
None_locusTag_PFL_6296	31	11	0	0	18	0
None_locusTag_PFL_6301	1	0	0	0	0	0
None_locusTag_PFL_6302	5	26	0	0	0	0
None_locusTag_PFL_6309	0	0	0	4	0	0
None_locusTag_PFL_6310	0	0	0	0	0	0
None_locusTag_PFL_6311	0	0	0	0	0	2
T7RNAP_locusTag_T7RNAP	5176	3985	2208	2675	0	0
TetA_locusTag_TetA	0	0	1928	1935	0	0
aacA7_locusTag_PFL_5759	0	10	0	5	22	0
aapJ_locusTag_PFL_1048	0	19	10	0	7	9
aapM_locusTag_PFL_1050	0	8	0	13	13	3
aapP_locusTag_PFL_1051	47	22	10	10	52	26
aapQ_locusTag_PFL_1049	0	5	0	0	2	0
aat_locusTag_PFL_3882	39	7	6	3	22	19
accA_locusTag_PFL_1192	44	22	9	23	33	19
accB_locusTag_PFL_0672	151	116	52	96	147	39
accC_1_locusTag_PFL_6158	466	498	223	127	1103	296
accC_2_locusTag_PFL_0671	170	206	80	27	162	38
accD_locusTag_PFL_2073	10	7	9	0	4	0
acdA_1_locusTag_PFL_2712	15	0	10	0	5	0
acdA_2_locusTag_PFL_3065	564	819	458	412	171	12
aceA_locusTag_PFL_3897	295	175	68	90	211	163
aceE_1_locusTag_PFL_3977	37	46	12	17	50	27
aceE_2_locusTag_PFL_0509	5010	5674	1750	2143	4151	1158
aceF_locusTag_PFL_0508	1744	2362	1518	977	1427	323
aceK_locusTag_PFL_1530	28	20	16	12	7	0
acnA_locusTag_PFL_1929	2643	2287	1025	938	1849	1197
acnB_locusTag_PFL_2633	3618	3645	1520	1725	1890	286
acnD_locusTag_PFL_1863	108	33	17	15	61	65
acoA_locusTag_PFL_2170	11	1	1	0	33	4
acoB_locusTag_PFL_2171	12	7	0	0	3	0
acoC_locusTag_PFL_2172	10	9	0	8	11	10
acoR_locusTag_PFL_2168	36	111	41	27	63	25
acoX_locusTag_PFL_2169	18	13	14	0	0	0
acpA_locusTag_PFL_5231	177	185	77	68	174	86
acpP_locusTag_PFL_1797	6	1	0	0	0	7
acrA_locusTag_PFL_3270	14	4	0	5	12	2
acrB_locusTag_PFL_3271	82	111	5	39	53	90
acsA1_locusTag_PFL_3577	21	9	4	14	15	2
acsA_1_locusTag_PFL_4522	6812	7559	3631	4647	6879	2104
acsA_2_locusTag_PFL_5281	12	9	21	1	9	0
acs_locusTag_PFL_3935	129	99	83	75	55	15
actP_locusTag_PFL_1712	34	28	0	16	50	14
ada_locusTag_PFL_3409	11	24	3	8	11	13
add_locusTag_PFL_0719	133	86	26	33	95	36
adhB_locusTag_PFL_1399	0	0	2	0	1	7
adh_locusTag_PFL_4068	15486	17958	6553	5700	12712	5729
adk_locusTag_PFL_1148	0	7	18	0	0	3
aepX_locusTag_PFL_2141	0	7	1	7	9	0
aer_1_locusTag_PFL_1901	16	15	17	6	15	8
aer_2_locusTag_PFL_1927	641	570	275	185	762	839
aer_3_locusTag_PFL_3319	613	661	272	147	258	94
agcS_locusTag_PFL_6139	8	15	2	0	15	25
aguA_locusTag_PFL_0308	39	22	0	10	48	1
aguB_locusTag_PFL_0307	13	3	1	5	19	0
ahcY_locusTag_PFL_5798	3	5	2	0	25	27
ahpC_locusTag_PFL_3395	271	305	754	93	334	145
ahpF_locusTag_PFL_3394	117	145	719	24	136	94
aidB_locusTag_PFL_5425	490	690	274	378	800	450
alaS_locusTag_PFL_4506	817	612	243	170	383	162
alc_locusTag_PFL_4368	20	24	0	12	11	28
aldH_1_locusTag_PFL_1415	4	0	5	0	2	0
aldH_2_locusTag_PFL_1528	18	12	0	9	1	5
alg44_locusTag_PFL_1022	6	3	13	0	0	0
algA_locusTag_PFL_1013	19	8	14	5	35	19
algB_locusTag_PFL_0091	278	242	47	125	258	190
algC_locusTag_PFL_6054	47	17	0	1	44	13
algD_locusTag_PFL_1024	21	24	6	0	0	6
algE_locusTag_PFL_1020	0	0	5	0	0	0
algF_locusTag_PFL_1014	0	4	0	0	28	0
algG_locusTag_PFL_1019	0	0	0	7	0	0
algI_locusTag_PFL_1016	13	11	0	16	11	0
algK_locusTag_PFL_1021	2	6	0	0	1	5
algL_locusTag_PFL_1017	0	4	0	0	0	0
algP_locusTag_PFL_5995	510	464	228	206	442	33
algQ_locusTag_PFL_5997	2055	1461	439	630	1331	631
algR_locusTag_PFL_6003	2557	3133	961	947	2736	1436
algU_locusTag_PFL_1448	12	33	11	8	22	4
algW_locusTag_PFL_0933	76	71	51	15	67	21
algX_locusTag_PFL_1018	0	0	0	0	0	1
algZ_locusTag_PFL_4498	10	7	0	0	17	0
alkA_locusTag_PFL_4632	117	56	16	31	107	43
alkB_locusTag_PFL_2935	37	54	28	14	35	19
alkB_locusTag_PFL_3408	8	0	11	0	0	6
alkJ_locusTag_PFL_3367	34	15	0	8	3	13
alkK_locusTag_PFL_5117	650	651	370	224	398	113
allA_locusTag_PFL_4369	20	8	8	13	0	0
alr_locusTag_PFL_6036	386	533	181	214	382	31
amiC_locusTag_PFL_6176	8	3	0	0	68	4
amiD_locusTag_PFL_0088	8	1	1	0	19	14
amn_locusTag_PFL_5424	324	246	212	79	358	67
ampC_locusTag_PFL_4054	50	24	17	25	56	12
ampD_locusTag_PFL_0853	15	0	0	0	0	0
ampE_locusTag_PFL_0854	55	36	24	23	117	32
ampR_locusTag_PFL_4053	42	51	5	16	13	0
amtB_locusTag_PFL_6019	1614	947	475	278	1137	672
anmK_locusTag_PFL_5609	92	59	28	49	82	34
anr_locusTag_PFL_1910	1492	1907	892	979	1995	775
ansB_locusTag_PFL_2099	462	470	219	330	1014	276
antA_locusTag_PFL_0759	0	19	0	4	0	0
antB_locusTag_PFL_0758	11	0	0	0	1	29
antC_locusTag_PFL_0757	0	25	3	0	0	0
aotJ_locusTag_PFL_4521	335	411	169	196	288	89
aotM_locusTag_PFL_4519	39	23	0	5	50	15
aotO_locusTag_PFL_4518	16	18	25	14	31	0
aotP_locusTag_PFL_4517	39	28	42	19	15	14
aotQ_locusTag_PFL_4520	25	36	3	12	5	0
apaG_locusTag_PFL_5650	0	4	6	0	11	0
apaH_locusTag_PFL_5651	14	13	0	0	7	3
aphA_1_locusTag_PFL_3640	6	35	3	0	56	3
aphA_2_locusTag_PFL_4136	73	87	41	26	74	24
aphA_3_locusTag_PFL_6145	13	51	8	0	13	16
aprA_locusTag_PFL_3210	71	68	32	38	138	58
aprD_locusTag_PFL_3208	101	102	18	65	74	38
aprE_locusTag_PFL_3207	95	97	55	13	39	53
aprF_locusTag_PFL_3206	17	21	7	37	0	9
aprX_locusTag_PFL_2483	30	29	11	13	15	32
apt_locusTag_PFL_1909	127	104	29	68	94	38
aqpZ_locusTag_PFL_1540	52	35	44	55	25	13
araC_locusTag_araC	0	0	247	333	0	0
araE_locusTag_araE	0	0	158	158	0	0
arcA_locusTag_PFL_4635	33	11	14	8	3	4
arcB_locusTag_PFL_3641	31	32	11	7	1	7
arcC_locusTag_PFL_4637	7	0	10	4	6	10
arcD2_locusTag_PFL_4633	1358	1057	349	372	1509	1208
arcD_locusTag_PFL_4634	55	37	35	0	61	19
argA_locusTag_PFL_5941	111	114	21	51	69	39
argB_locusTag_PFL_6055	0	3	2	13	17	6
argC_locusTag_PFL_5611	648	517	244	225	406	169
argD_locusTag_PFL_2461	24	17	0	0	46	56
argE_1_locusTag_PFL_3524	10	0	6	9	0	16
argE_2_locusTag_PFL_5942	222	205	69	50	110	44
argF_1_locusTag_PFL_4636	18	10	0	1	9	5
argF_2_locusTag_PFL_4863	21	32	2	0	33	14
argG_locusTag_PFL_4853	822	430	233	204	743	284
argH_locusTag_PFL_6004	83	108	34	54	86	63
argJ_locusTag_PFL_4780	84	96	62	46	27	53
argO_locusTag_PFL_4825	39	31	0	8	31	5
argR_locusTag_PFL_4516	103	115	16	31	24	48
argS_locusTag_PFL_0439	925	1230	548	300	1506	558
arnA_locusTag_PFL_3045	77	33	20	23	68	42
arnB_locusTag_PFL_3043	1116	608	107	162	871	1420
arnC_locusTag_PFL_3044	28	47	8	0	63	21
arnT_1_locusTag_PFL_3047	37	32	13	9	46	23
arnT_2_locusTag_PFL_4461	63	71	40	55	93	34
aroA_locusTag_PFL_4310	435	392	176	129	241	152
aroB_locusTag_PFL_0451	5	26	15	44	50	57
aroC_locusTag_PFL_4348	444	533	190	133	430	131
aroE_locusTag_PFL_0028	1	2	4	1	8	0
aroE_locusTag_PFL_5382	45	40	37	17	12	21
aroF_1_locusTag_PFL_3568	35	39	0	5	5	5
aroF_2_locusTag_PFL_4274	182	233	55	65	130	120
aroK_locusTag_PFL_0450	16	0	0	0	0	0
aroP_1_locusTag_PFL_1605	33	18	20	9	36	15
aroP_2_locusTag_PFL_0756	265	229	68	107	267	78
aroQ_1_locusTag_PFL_5381	10	5	12	0	6	4
aroQ_2_locusTag_PFL_0673	44	134	43	28	30	28
arsB_locusTag_PFL_2185	6	15	9	0	8	18
arsB_locusTag_PFL_3288	37	34	21	8	40	0
arsC_1_locusTag_PFL_4456	32	0	3	3	26	13
arsC_2_locusTag_PFL_2184	0	1	0	0	18	0
arsH_locusTag_PFL_2183	19	2	29	4	3	7
arsR_locusTag_PFL_2186	25	27	10	0	26	22
aruH_locusTag_PFL_2715	21	26	5	22	17	31
asd_locusTag_PFL_2067	12	14	11	5	6	13
